series,t_seconds,value
cache hit ratio,594.717,0.992358
cache hit ratio,608.425,0.992375
cache hit ratio,616.939,0.992382
cache hit ratio,620.707,0.992365
cache hit ratio,629.874,0.992365
cache hit ratio,634.131,0.992371
cache hit ratio,642.640,0.992377
cache hit ratio,656.595,0.992375
cache hit ratio,660.833,0.992348
cache hit ratio,670.294,0.992342
cache hit ratio,676.790,0.992331
cache hit ratio,683.981,0.992324
cache hit ratio,690.250,0.992324
cache hit ratio,700.293,0.992295
cache hit ratio,711.913,0.992289
cache hit ratio,721.186,0.992295
cache hit ratio,723.949,0.992330
cache hit ratio,735.663,0.992324
cache hit ratio,744.516,0.992335
cache hit ratio,752.088,0.992342
cache hit ratio,760.951,0.992342
cache hit ratio,769.557,0.992342
cache hit ratio,777.738,0.992348
cache hit ratio,781.052,0.992331
cache hit ratio,790.453,0.992307
cache hit ratio,797.655,0.992313
cache hit ratio,807.702,0.992318
cache hit ratio,811.686,0.992331
cache hit ratio,818.106,0.992331
cache hit ratio,826.488,0.992342
cache hit ratio,836.455,0.992358
cache hit ratio,847.228,0.992377
cache hit ratio,855.949,0.992377
cache hit ratio,860.428,0.992365
cache hit ratio,869.338,0.992365
cache hit ratio,873.229,0.992371
cache hit ratio,880.537,0.992377
cache hit ratio,894.434,0.992389
cache hit ratio,899.443,0.992348
cache hit ratio,915.931,0.992342
cache hit ratio,923.714,0.992335
cache hit ratio,932.823,0.992328
cache hit ratio,941.326,0.992287
cache hit ratio,952.489,0.992282
cache hit ratio,961.573,0.992287
cache hit ratio,971.836,0.992295
cache hit ratio,975.484,0.992330
cache hit ratio,983.997,0.992335
cache hit ratio,993.242,0.992335
cache hit ratio,1001.129,0.992336
cache hit ratio,1009.028,0.992330
cache hit ratio,1022.604,0.992342
cache hit ratio,1029.757,0.992348
cache hit ratio,1033.639,0.992330
cache hit ratio,1043.732,0.992307
cache hit ratio,1054.988,0.992322
cache hit ratio,1063.267,0.992315
cache hit ratio,1067.460,0.992330
cache hit ratio,1074.599,0.992342
cache hit ratio,1083.665,0.992342
cache hit ratio,1093.151,0.992354
cache hit ratio,1102.368,0.992377
cache hit ratio,1110.813,0.992377
cache hit ratio,1114.900,0.992363
cache hit ratio,1121.606,0.992358
cache hit ratio,1125.379,0.992378
cache hit ratio,1133.762,0.992373
cache hit ratio,1150.203,0.992389
cache hit ratio,1155.017,0.992348
cache hit ratio,1166.325,0.992342
cache hit ratio,1173.616,0.992324
cache hit ratio,1184.908,0.992328
cache hit ratio,1190.394,0.992302
cache hit ratio,1200.879,0.992282
cache hit ratio,1211.364,0.992268
cache hit ratio,1222.051,0.992295
cache hit ratio,1226.100,0.992330
cache hit ratio,1235.831,0.992335
cache hit ratio,1246.151,0.992335
cache hit ratio,1253.601,0.992342
cache hit ratio,1261.851,0.992342
cache hit ratio,1267.677,0.992342
cache hit ratio,1275.012,0.992348
cache hit ratio,1278.363,0.992331
cache hit ratio,1287.449,0.992307
cache hit ratio,1295.843,0.992313
cache hit ratio,1304.361,0.992311
cache hit ratio,1308.221,0.992331
cache hit ratio,1316.042,0.992331
cache hit ratio,1325.993,0.992342
cache hit ratio,1335.772,0.992354
cache hit ratio,1348.219,0.992375
cache hit ratio,1356.617,0.992382
cache hit ratio,1360.287,0.992365
cache hit ratio,1369.486,0.992355
cache hit ratio,1373.131,0.992371
cache hit ratio,1380.570,0.992377
cache hit ratio,1391.938,0.992389
cache hit ratio,1395.439,0.992363
cache hit ratio,1406.326,0.992347
cache hit ratio,1415.167,0.992331
cache hit ratio,1427.399,0.992324
cache hit ratio,1433.574,0.992302
cache hit ratio,1442.472,0.992282
cache hit ratio,1451.587,0.992289
cache hit ratio,1462.078,0.992295
cache hit ratio,1465.509,0.992330
cache hit ratio,1473.763,0.992324
cache hit ratio,1482.250,0.992324
cache hit ratio,1490.856,0.992336
cache hit ratio,1500.817,0.992330
cache hit ratio,1508.355,0.992342
cache hit ratio,1514.867,0.992348
cache hit ratio,1518.163,0.992331
cache hit ratio,1529.771,0.992307
cache hit ratio,1535.417,0.992313
cache hit ratio,1543.857,0.868279
cache hit ratio,1549.580,0.882072
cache hit ratio,1557.469,0.882072
cache hit ratio,1567.010,0.882082
cache hit ratio,1578.816,0.850607
cache hit ratio,1589.956,0.850607
cache hit ratio,1596.584,0.850613
cache hit ratio,1600.821,0.868320
cache hit ratio,1609.384,0.992365
cache hit ratio,1618.268,0.992375
cache hit ratio,1627.555,0.992382
cache hit ratio,1642.276,0.992375
cache hit ratio,1646.128,0.992348
cache hit ratio,1656.388,0.992342
cache hit ratio,1665.459,0.992335
cache hit ratio,1674.218,0.992328
cache hit ratio,1683.102,0.992302
cache hit ratio,1693.479,0.992282
cache hit ratio,1702.248,0.992289
cache hit ratio,1711.284,0.992295
cache hit ratio,1714.867,0.992330
cache hit ratio,1726.964,0.992335
cache hit ratio,1734.380,0.992335
cache hit ratio,1741.275,0.992336
cache hit ratio,1750.501,0.992330
cache hit ratio,1755.137,0.992342
cache hit ratio,1761.756,0.992347
cache hit ratio,1765.290,0.992331
cache hit ratio,1772.526,0.992337
cache hit ratio,1779.165,0.992311
cache hit ratio,1789.745,0.992311
cache hit ratio,1793.935,0.992323
cache hit ratio,1803.374,0.992331
cache hit ratio,1815.517,0.992342
cache hit ratio,1823.883,0.992354
cache hit ratio,1833.924,0.992375
cache hit ratio,1842.247,0.992382
cache hit ratio,1846.729,0.992365
cache hit ratio,1855.277,0.992355
cache hit ratio,1859.753,0.992371
cache hit ratio,1868.547,0.992377
cache hit ratio,1879.721,0.992389
cache hit ratio,1884.119,0.992348
cache hit ratio,1896.367,0.992342
cache hit ratio,1904.636,0.992324
cache hit ratio,1913.843,0.992324
cache hit ratio,1919.244,0.992324
cache hit ratio,1927.111,0.992295
cache hit ratio,1934.980,0.992289
cache hit ratio,1945.258,0.992295
cache hit ratio,1948.617,0.992330
cache hit ratio,1955.572,0.992326
cache hit ratio,1966.863,0.992324
cache hit ratio,1976.229,0.992336
cache hit ratio,1985.181,0.992330
cache hit ratio,1991.143,0.992342
cache hit ratio,1999.019,0.992348
cache hit ratio,2002.440,0.992331
cache hit ratio,2009.965,0.992307
cache hit ratio,2017.361,0.992313
cache hit ratio,2028.713,0.992318
cache hit ratio,2032.875,0.992331
cache hit ratio,2041.947,0.992331
cache hit ratio,2051.385,0.992342
cache hit ratio,2060.684,0.992354
cache hit ratio,2071.302,0.992375
cache hit ratio,2079.759,0.992382
cache hit ratio,2083.491,0.992365
cache hit ratio,2091.575,0.992365
cache hit ratio,2095.950,0.992371
cache hit ratio,2103.004,0.992377
cache hit ratio,2112.920,0.992389
cache hit ratio,2117.302,0.992363
cache hit ratio,2129.505,0.992347
cache hit ratio,2138.170,0.992331
cache hit ratio,2153.204,0.992328
cache hit ratio,2157.927,0.992302
cache hit ratio,2168.723,0.992282
cache hit ratio,2177.330,0.992287
cache hit ratio,2185.737,0.992295
cache hit ratio,2189.705,0.992328
cache hit ratio,2202.491,0.992335
cache hit ratio,2214.260,0.992335
cache hit ratio,2221.317,0.992342
cache hit ratio,2232.169,0.992342
cache hit ratio,2244.003,0.992342
cache hit ratio,2252.920,0.992311
cache hit ratio,2257.476,0.992295
cache hit ratio,2265.875,0.992308
cache hit ratio,2274.747,0.992322
cache hit ratio,2284.089,0.992315
cache hit ratio,2288.604,0.992330
cache hit ratio,2295.982,0.992342
cache hit ratio,2308.112,0.992342
cache hit ratio,2318.020,0.992375
cache hit ratio,2329.854,0.992375
cache hit ratio,2338.186,0.992382
cache hit ratio,2343.460,0.992365
cache hit ratio,2351.922,0.992355
cache hit ratio,2356.016,0.992375
cache hit ratio,2365.451,0.992377
cache hit ratio,2375.258,0.992389
cache hit ratio,2379.300,0.992348
cache hit ratio,2392.001,0.992342
cache hit ratio,2401.300,0.992324
cache hit ratio,2410.572,0.992324
cache hit ratio,2416.840,0.992302
cache hit ratio,2428.377,0.992282
cache hit ratio,2436.438,0.992268
cache hit ratio,2446.204,0.992295
cache hit ratio,2451.153,0.992330
cache hit ratio,2460.637,0.992324
cache hit ratio,2470.674,0.992335
cache hit ratio,2475.659,0.992336
cache hit ratio,2485.037,0.992330
cache hit ratio,2493.522,0.992342
cache hit ratio,2501.509,0.992348
cache hit ratio,2504.773,0.992331
cache hit ratio,2513.938,0.992307
cache hit ratio,2521.348,0.992313
cache hit ratio,2532.014,0.992318
cache hit ratio,2535.969,0.992330
cache hit ratio,2545.167,0.992342
cache hit ratio,2554.966,0.992342
cache hit ratio,2563.672,0.992354
cache hit ratio,2576.167,0.992375
cache hit ratio,2582.739,0.992382
cache hit ratio,2586.749,0.992365
cache hit ratio,2595.666,0.992365
cache hit ratio,2600.382,0.992371
cache hit ratio,2608.328,0.992377
cache hit ratio,2624.260,0.992375
cache hit ratio,2629.810,0.992348
cache hit ratio,2639.192,0.992342
cache hit ratio,2645.486,0.992324
cache hit ratio,2656.530,0.992328
cache hit ratio,2663.066,0.992302
cache hit ratio,2671.704,0.992282
cache hit ratio,2680.354,0.992289
cache hit ratio,2687.499,0.992277
cache hit ratio,2691.290,0.992330
cache hit ratio,2700.563,0.992324
cache hit ratio,2709.611,0.992324
cache hit ratio,2715.804,0.992326
cache hit ratio,2721.544,0.992326
cache hit ratio,2731.475,0.992331
cache hit ratio,2738.341,0.992347
cache hit ratio,2741.627,0.992331
cache hit ratio,2750.444,0.992337
cache hit ratio,2757.454,0.992311
cache hit ratio,2766.288,0.992311
cache hit ratio,2770.280,0.992331
cache hit ratio,2780.236,0.992331
cache hit ratio,2789.439,0.992342
cache hit ratio,2800.696,0.992354
cache hit ratio,2812.829,0.992375
cache hit ratio,2819.672,0.992382
cache hit ratio,2823.469,0.992365
cache hit ratio,2830.584,0.992355
cache hit ratio,2835.037,0.992371
cache hit ratio,2846.647,0.992377
cache hit ratio,2857.875,0.992389
cache hit ratio,2861.821,0.992348
cache hit ratio,2872.711,0.992347
cache hit ratio,2881.251,0.992324
cache hit ratio,2891.225,0.992328
cache hit ratio,2898.454,0.992302
cache hit ratio,2908.989,0.992282
cache hit ratio,2919.773,0.992268
cache hit ratio,2928.404,0.992295
cache hit ratio,2932.019,0.992330
cache hit ratio,2940.497,0.992324
cache hit ratio,2951.459,0.992335
cache hit ratio,2958.428,0.992336
cache hit ratio,2966.396,0.992330
cache hit ratio,2975.389,0.992342
cache hit ratio,2982.409,0.992348
cache hit ratio,2986.874,0.992331
cache hit ratio,3004.678,0.992308
cache hit ratio,3014.467,0.992322
cache hit ratio,3024.699,0.992315
cache hit ratio,3031.614,0.992342
cache hit ratio,3042.272,0.992342
cache hit ratio,3054.374,0.992358
cache hit ratio,3066.675,0.992373
cache hit ratio,3080.058,0.992381
cache hit ratio,3090.471,0.992397
cache hit ratio,3094.757,0.992365
cache hit ratio,3103.807,0.992358
cache hit ratio,3109.328,0.992375
cache hit ratio,3117.668,0.992382
cache hit ratio,3132.396,0.992375
cache hit ratio,3136.327,0.992348
cache hit ratio,3147.310,0.992342
cache hit ratio,3158.371,0.992335
cache hit ratio,3167.306,0.992328
cache hit ratio,3173.825,0.992302
cache hit ratio,3186.858,0.992282
cache hit ratio,3197.167,0.992287
cache hit ratio,3206.803,0.992295
cache hit ratio,3210.824,0.992328
cache hit ratio,3220.193,0.992335
cache hit ratio,3229.673,0.992335
cache hit ratio,3239.592,0.992342
cache hit ratio,3248.392,0.992342
cache hit ratio,3255.368,0.992342
cache hit ratio,3264.236,0.992348
cache hit ratio,3271.884,0.992295
cache hit ratio,3280.668,0.992308
cache hit ratio,3290.791,0.992322
cache hit ratio,3302.004,0.992315
cache hit ratio,3306.503,0.992330
cache hit ratio,3317.200,0.992342
cache hit ratio,3328.465,0.992335
cache hit ratio,3338.524,0.992375
cache hit ratio,3352.389,0.992381
cache hit ratio,3362.912,0.992397
cache hit ratio,3370.155,0.992365
cache hit ratio,3379.864,0.992358
cache hit ratio,3383.786,0.992375
cache hit ratio,3395.857,0.992382
cache hit ratio,3409.175,0.992375
cache hit ratio,3414.612,0.992342
cache hit ratio,3427.009,0.992335
cache hit ratio,3436.215,0.992335
cache hit ratio,3447.223,0.992303
cache hit ratio,3454.566,0.992302
cache hit ratio,3466.415,0.992282
cache hit ratio,3477.210,0.992287
cache hit ratio,3486.548,0.992295
cache hit ratio,3489.557,0.992328
cache hit ratio,3499.350,0.992335
cache hit ratio,3506.719,0.992324
cache hit ratio,3516.058,0.992342
cache hit ratio,3527.082,0.992342
cache hit ratio,3536.647,0.992342
cache hit ratio,3543.522,0.992348
cache hit ratio,3547.414,0.992330
cache hit ratio,3557.550,0.992307
cache hit ratio,3567.890,0.992322
cache hit ratio,3576.892,0.992315
cache hit ratio,3582.032,0.992330
cache hit ratio,3594.573,0.992342
cache hit ratio,3610.822,0.992358
cache hit ratio,3620.269,0.992373
cache hit ratio,3631.871,0.992381
cache hit ratio,3641.771,0.992397
cache hit ratio,3646.019,0.992365
cache hit ratio,3657.595,0.992358
cache hit ratio,3662.305,0.992375
cache hit ratio,3674.055,0.992382
cache hit ratio,3692.176,0.992373
cache hit ratio,3697.884,0.992342
cache hit ratio,3708.799,0.992350
cache hit ratio,3716.374,0.992335
cache hit ratio,3727.585,0.992303
cache hit ratio,3733.947,0.992302
cache hit ratio,3743.771,0.992282
cache hit ratio,3750.322,0.992289
cache hit ratio,3758.362,0.992295
cache hit ratio,3761.407,0.992330
cache hit ratio,3769.605,0.992324
cache hit ratio,3779.853,0.992324
cache hit ratio,3787.568,0.992326
cache hit ratio,3796.220,0.992330
cache hit ratio,3806.690,0.992342
cache hit ratio,3816.527,0.992348
cache hit ratio,3821.213,0.992330
cache hit ratio,3832.331,0.992308
cache hit ratio,3839.042,0.992313
cache hit ratio,3848.265,0.992315
cache hit ratio,3853.864,0.992330
cache hit ratio,3861.694,0.992342
cache hit ratio,3875.938,0.992342
cache hit ratio,3890.149,0.992375
cache hit ratio,3901.516,0.992381
cache hit ratio,3908.277,0.992397
cache hit ratio,3912.027,0.992375
cache hit ratio,3922.847,0.992358
cache hit ratio,3926.703,0.992375
cache hit ratio,3934.720,0.992377
cache hit ratio,3949.744,0.992389
cache hit ratio,3954.547,0.992348
cache hit ratio,3967.256,0.992342
cache hit ratio,3977.676,0.992335
cache hit ratio,3991.438,0.992303
cache hit ratio,3998.376,0.992287
cache hit ratio,4012.046,0.992256
cache hit ratio,4028.066,0.992276
cache hit ratio,4037.818,0.992295
cache hit ratio,4041.752,0.992342
cache hit ratio,4052.423,0.992350
cache hit ratio,4061.891,0.992342
cache hit ratio,4070.297,0.992342
cache hit ratio,4081.300,0.992342
cache hit ratio,4092.205,0.992342
cache hit ratio,4102.526,0.992311
cache hit ratio,4106.736,0.992295
cache hit ratio,4116.855,0.992308
cache hit ratio,4127.886,0.992322
cache hit ratio,4136.781,0.992315
cache hit ratio,4141.511,0.992342
cache hit ratio,4149.369,0.992342
cache hit ratio,4159.848,0.992342
cache hit ratio,4170.226,0.992375
cache hit ratio,4184.344,0.992375
cache hit ratio,4196.560,0.992382
cache hit ratio,4201.913,0.992365
cache hit ratio,4211.404,0.992358
cache hit ratio,4215.766,0.992375
cache hit ratio,4224.968,0.992382
cache hit ratio,4241.832,0.992375
cache hit ratio,4246.980,0.992342
cache hit ratio,4261.246,0.992335
cache hit ratio,4269.520,0.992335
cache hit ratio,4279.918,0.992303
cache hit ratio,4287.323,0.992287
cache hit ratio,4298.437,0.992282
cache hit ratio,4307.815,0.992287
cache hit ratio,4318.735,0.992295
cache hit ratio,4323.450,0.992328
cache hit ratio,4332.583,0.992335
cache hit ratio,4346.015,0.992335
cache hit ratio,4355.502,0.992342
cache hit ratio,4366.616,0.992342
cache hit ratio,4374.159,0.992342
cache hit ratio,4382.411,0.992349
cache hit ratio,4386.205,0.992295
cache hit ratio,4395.567,0.992308
cache hit ratio,4404.760,0.992313
cache hit ratio,4414.064,0.992318
cache hit ratio,4417.602,0.992330
cache hit ratio,4426.007,0.992331
cache hit ratio,4436.183,0.992342
cache hit ratio,4448.845,0.992375
cache hit ratio,4459.802,0.992375
cache hit ratio,4468.814,0.992382
cache hit ratio,4473.934,0.992365
cache hit ratio,4488.111,0.992358
cache hit ratio,4492.670,0.992375
cache hit ratio,4500.714,0.992382
cache hit ratio,4518.209,0.992375
cache hit ratio,4523.597,0.992342
cache hit ratio,4540.669,0.992350
cache hit ratio,4551.040,0.992342
cache hit ratio,4564.148,0.992286
cache hit ratio,4570.314,0.992287
cache hit ratio,4582.717,0.992256
cache hit ratio,4592.533,0.992287
cache hit ratio,4603.641,0.992287
cache hit ratio,4609.233,0.992328
cache hit ratio,4620.472,0.992335
cache hit ratio,4630.976,0.992342
cache hit ratio,4641.203,0.992342
cache hit ratio,4648.020,0.992342
cache hit ratio,4657.126,0.992342
cache hit ratio,4663.988,0.992349
cache hit ratio,4667.848,0.992330
cache hit ratio,4677.813,0.992307
cache hit ratio,4687.348,0.992313
cache hit ratio,4695.733,0.992318
cache hit ratio,4700.152,0.992331
cache hit ratio,4709.901,0.992342
cache hit ratio,4719.490,0.992342
cache hit ratio,4728.921,0.992375
cache hit ratio,4741.017,0.992375
cache hit ratio,4750.551,0.992382
cache hit ratio,4755.106,0.992365
cache hit ratio,4766.787,0.850590
cache hit ratio,4770.995,0.850607
cache hit ratio,4778.812,0.868330
cache hit ratio,4791.160,0.850607
cache hit ratio,4796.014,0.868304
cache hit ratio,4808.464,0.868299
cache hit ratio,4817.467,0.850573
cache hit ratio,4827.863,0.992328
cache hit ratio,4834.461,0.992302
cache hit ratio,4848.410,0.992282
cache hit ratio,4863.157,0.992287
cache hit ratio,4872.459,0.992287
cache hit ratio,4876.106,0.992328
cache hit ratio,4886.782,0.992335
cache hit ratio,4895.505,0.992342
cache hit ratio,4904.319,0.992342
cache hit ratio,4915.205,0.992342
cache hit ratio,4924.681,0.992342
cache hit ratio,4934.314,0.992349
cache hit ratio,4938.060,0.992295
cache hit ratio,4948.141,0.992308
cache hit ratio,4953.908,0.992313
cache hit ratio,4961.755,0.992318
cache hit ratio,4965.864,0.992330
cache hit ratio,4974.924,0.992331
cache hit ratio,4983.229,0.992342
cache hit ratio,4994.090,0.992358
cache hit ratio,5002.788,0.992377
cache hit ratio,5010.757,0.992377
cache hit ratio,5015.069,0.992365
cache hit ratio,5025.739,0.992365
cache hit ratio,5029.968,0.992371
cache hit ratio,5037.386,0.992377
cache hit ratio,5049.352,0.992389
cache hit ratio,5054.912,0.992348
cache hit ratio,5065.806,0.992342
cache hit ratio,5073.825,0.992324
cache hit ratio,5083.619,0.992324
cache hit ratio,5090.860,0.992302
cache hit ratio,5101.115,0.992282
cache hit ratio,5109.736,0.992268
cache hit ratio,5119.098,0.992295
cache hit ratio,5122.796,0.992330
cache hit ratio,5131.995,0.992324
cache hit ratio,5143.200,0.992324
cache hit ratio,5154.098,0.992342
cache hit ratio,5162.642,0.992342
cache hit ratio,5168.838,0.992342
cache hit ratio,5175.107,0.992348
cache hit ratio,5179.599,0.992330
cache hit ratio,5190.230,0.992307
cache hit ratio,5201.377,0.992313
cache hit ratio,5211.385,0.992318
cache hit ratio,5216.320,0.992330
cache hit ratio,5227.612,0.992342
cache hit ratio,5236.863,0.992335
cache hit ratio,5247.159,0.992375
cache hit ratio,5259.132,0.992375
cache hit ratio,5268.951,0.992382
cache hit ratio,5273.699,0.992375
cache hit ratio,5280.815,0.992355
cache hit ratio,5285.150,0.992371
cache hit ratio,5293.726,0.992377
cache hit ratio,5307.168,0.992375
cache hit ratio,5316.119,0.992348
cache hit ratio,5328.097,0.992342
cache hit ratio,5338.725,0.992335
cache hit ratio,5348.809,0.992303
cache hit ratio,5355.644,0.992287
cache hit ratio,5364.918,0.992282
cache hit ratio,5380.006,0.992287
cache hit ratio,5389.438,0.992287
cache hit ratio,5393.771,0.992328
cache hit ratio,5400.046,0.992335
cache hit ratio,5410.613,0.992335
cache hit ratio,5418.319,0.992342
cache hit ratio,5425.499,0.992342
cache hit ratio,5436.166,0.992342
cache hit ratio,5444.585,0.992348
cache hit ratio,5448.362,0.992331
cache hit ratio,5457.768,0.992307
cache hit ratio,5463.617,0.992313
cache hit ratio,5473.179,0.992318
cache hit ratio,5477.770,0.992331
cache hit ratio,5487.190,0.992342
cache hit ratio,5497.237,0.992342
cache hit ratio,5509.941,0.992375
cache hit ratio,5520.007,0.992375
cache hit ratio,5531.739,0.992382
cache hit ratio,5541.048,0.992365
cache hit ratio,5549.438,0.992358
cache hit ratio,5553.251,0.992375
cache hit ratio,5563.264,0.992382
cache hit ratio,5577.418,0.992375
cache hit ratio,5581.384,0.992342
cache hit ratio,5592.059,0.992335
cache hit ratio,5610.301,0.992342
cache hit ratio,5619.641,0.992303
cache hit ratio,5625.933,0.992287
cache hit ratio,5642.956,0.992276
cache hit ratio,5654.055,0.992276
cache hit ratio,5666.415,0.992287
cache hit ratio,5670.798,0.992342
cache hit ratio,5678.440,0.992335
cache hit ratio,5687.357,0.992342
cache hit ratio,5694.106,0.992342
cache hit ratio,5702.708,0.992330
cache hit ratio,5712.259,0.868299
cache hit ratio,5720.443,0.868304
cache hit ratio,5726.901,0.868289
cache hit ratio,5736.428,0.868268
cache hit ratio,5744.960,0.868273
cache hit ratio,5757.577,0.850556
cache hit ratio,5761.950,0.868289
cache hit ratio,5770.758,0.868299
cache hit ratio,5780.714,0.992335
cache hit ratio,5792.852,0.992375
cache hit ratio,5807.175,0.992381
cache hit ratio,5816.327,0.992382
cache hit ratio,5820.346,0.992375
cache hit ratio,5830.129,0.992355
cache hit ratio,5833.932,0.992375
cache hit ratio,5842.683,0.992382
cache hit ratio,5856.183,0.992375
cache hit ratio,5860.842,0.992348
cache hit ratio,5877.945,0.992335
cache hit ratio,5889.480,0.992335
cache hit ratio,5901.882,0.992303
cache hit ratio,5908.254,0.992287
cache hit ratio,5917.558,0.992256
cache hit ratio,5928.484,0.992287
cache hit ratio,5937.921,0.992295
cache hit ratio,5940.905,0.992328
cache hit ratio,5948.804,0.992324
cache hit ratio,5956.273,0.992324
cache hit ratio,5964.185,0.992336
cache hit ratio,5970.807,0.992330
cache hit ratio,5983.608,0.992342
cache hit ratio,5991.584,0.992348
cache hit ratio,5995.983,0.992331
cache hit ratio,6011.521,0.992308
cache hit ratio,6019.894,0.992322
cache hit ratio,6030.751,0.992315
cache hit ratio,6035.199,0.992342
cache hit ratio,6045.251,0.992342
cache hit ratio,6053.386,0.992335
cache hit ratio,6063.245,0.992375
cache hit ratio,6077.921,0.992375
cache hit ratio,6086.311,0.992382
cache hit ratio,6091.170,0.992375
cache hit ratio,6102.812,0.992355
cache hit ratio,6107.844,0.992375
cache hit ratio,6121.147,0.992382
cache hit ratio,6139.487,0.992373
cache hit ratio,6145.313,0.992342
cache hit ratio,6159.616,0.992350
cache hit ratio,6168.669,0.992314
cache hit ratio,6179.006,0.992303
cache hit ratio,6186.135,0.992287
cache hit ratio,6199.299,0.992282
cache hit ratio,6207.537,0.992287
cache hit ratio,6215.988,0.992295
cache hit ratio,6220.748,0.992328
cache hit ratio,6229.171,0.992335
cache hit ratio,6243.295,0.992335
cache hit ratio,6252.398,0.992342
cache hit ratio,6262.098,0.992342
cache hit ratio,6272.798,0.992342
cache hit ratio,6279.659,0.992349
cache hit ratio,6283.348,0.992295
cache hit ratio,6293.696,0.992308
cache hit ratio,6303.528,0.992322
cache hit ratio,6323.405,0.992326
cache hit ratio,6327.721,0.992342
cache hit ratio,6337.492,0.992342
cache hit ratio,6350.679,0.992358
cache hit ratio,6361.851,0.992373
cache hit ratio,6372.084,0.992381
cache hit ratio,6379.152,0.992382
cache hit ratio,6383.096,0.992365
cache hit ratio,6392.007,0.992355
cache hit ratio,6397.302,0.992371
cache hit ratio,6406.219,0.992377
cache hit ratio,6418.411,0.992389
cache hit ratio,6423.538,0.992348
cache hit ratio,6436.677,0.992342
cache hit ratio,6443.063,0.992324
cache hit ratio,6453.907,0.992328
cache hit ratio,6460.178,0.992302
cache hit ratio,6472.480,0.992282
cache hit ratio,6481.676,0.992268
cache hit ratio,6490.605,0.992295
cache hit ratio,6493.912,0.992330
cache hit ratio,6502.652,0.992324
cache hit ratio,6514.985,0.992335
cache hit ratio,6521.872,0.992342
cache hit ratio,6531.175,0.992330
cache hit ratio,6541.455,0.992342
cache hit ratio,6554.338,0.992311
cache hit ratio,6557.939,0.992295
cache hit ratio,6568.073,0.992308
cache hit ratio,6577.692,0.992322
cache hit ratio,6587.078,0.992315
cache hit ratio,6592.390,0.992342
cache hit ratio,6601.583,0.992342
cache hit ratio,6610.365,0.992342
cache hit ratio,6621.683,0.992375
cache hit ratio,6635.899,0.992375
cache hit ratio,6645.435,0.992382
cache hit ratio,6650.616,0.992375
cache hit ratio,6660.244,0.992355
cache hit ratio,6663.670,0.992375
cache hit ratio,6671.239,0.992382
cache hit ratio,6687.284,0.992375
cache hit ratio,6692.655,0.992348
cache hit ratio,6703.543,0.992342
cache hit ratio,6713.955,0.992335
cache hit ratio,6724.322,0.992303
cache hit ratio,6731.260,0.826906
cache hit ratio,6743.520,0.850527
cache hit ratio,6752.624,0.850516
cache hit ratio,6761.253,0.850539
cache hit ratio,6765.963,0.850567
cache hit ratio,6774.266,0.850573
