series,t_seconds,value
cache hit ratio,2527.795,0.992371
cache hit ratio,2536.955,0.992377
cache hit ratio,2552.332,0.992375
cache hit ratio,2556.121,0.992348
cache hit ratio,2568.201,0.992342
cache hit ratio,2579.179,0.992335
cache hit ratio,2590.611,0.992303
cache hit ratio,2601.138,0.992287
cache hit ratio,2608.306,0.992282
cache hit ratio,2621.315,0.992287
cache hit ratio,2632.549,0.992287
cache hit ratio,2635.994,0.992328
cache hit ratio,2644.655,0.992335
cache hit ratio,2660.119,0.992335
cache hit ratio,2668.701,0.992358
cache hit ratio,2678.467,0.992342
cache hit ratio,2687.390,0.992342
cache hit ratio,2694.195,0.992349
cache hit ratio,2697.958,0.992295
cache hit ratio,2707.023,0.992308
cache hit ratio,2713.960,0.992313
cache hit ratio,2724.257,0.992318
cache hit ratio,2728.836,0.992330
cache hit ratio,2740.036,0.992342
cache hit ratio,2748.240,0.992342
cache hit ratio,2757.641,0.992354
cache hit ratio,2770.442,0.992375
cache hit ratio,2782.195,0.992382
cache hit ratio,2790.513,0.992365
cache hit ratio,2798.253,0.992355
cache hit ratio,2802.465,0.992375
cache hit ratio,2811.194,0.992382
cache hit ratio,2825.019,0.992375
cache hit ratio,2830.528,0.992342
cache hit ratio,2843.122,0.992335
cache hit ratio,2850.967,0.992335
cache hit ratio,2861.747,0.992328
cache hit ratio,2867.416,0.992302
cache hit ratio,2878.288,0.992282
cache hit ratio,2889.360,0.992268
cache hit ratio,2901.417,0.992295
cache hit ratio,2904.979,0.992328
cache hit ratio,2916.416,0.992335
cache hit ratio,2927.530,0.992342
cache hit ratio,2934.861,0.992342
cache hit ratio,2942.737,0.992342
cache hit ratio,2951.162,0.992342
cache hit ratio,2957.085,0.992348
cache hit ratio,2961.161,0.992331
cache hit ratio,2971.305,0.992307
cache hit ratio,2981.310,0.992313
cache hit ratio,2992.217,0.992318
cache hit ratio,2996.248,0.992330
cache hit ratio,3003.832,0.992342
cache hit ratio,3015.449,0.992342
cache hit ratio,3025.438,0.992375
cache hit ratio,3043.073,0.992381
cache hit ratio,3054.485,0.992397
cache hit ratio,3058.196,0.992365
cache hit ratio,3070.157,0.992358
cache hit ratio,3075.430,0.992375
cache hit ratio,3084.052,0.992382
cache hit ratio,3103.434,0.992373
cache hit ratio,3108.591,0.992342
cache hit ratio,3121.161,0.992350
cache hit ratio,3130.680,0.992342
cache hit ratio,3144.327,0.992286
cache hit ratio,3150.042,0.992287
cache hit ratio,3160.093,0.992282
cache hit ratio,3171.358,0.992287
cache hit ratio,3179.279,0.992295
cache hit ratio,3182.893,0.992328
cache hit ratio,3191.476,0.992335
cache hit ratio,3200.451,0.992324
cache hit ratio,3210.160,0.992342
cache hit ratio,3217.639,0.992330
cache hit ratio,3224.622,0.992342
cache hit ratio,3233.571,0.992348
cache hit ratio,3236.904,0.992331
cache hit ratio,3247.604,0.992307
cache hit ratio,3257.031,0.992313
cache hit ratio,3266.831,0.992318
cache hit ratio,3271.538,0.992330
cache hit ratio,3278.351,0.992342
cache hit ratio,3289.354,0.992342
cache hit ratio,3298.252,0.992375
cache hit ratio,3312.482,0.992375
cache hit ratio,3324.549,0.992382
cache hit ratio,3328.031,0.992375
cache hit ratio,3337.640,0.992355
cache hit ratio,3342.293,0.992375
cache hit ratio,3350.727,0.992382
cache hit ratio,3369.032,0.992375
cache hit ratio,3373.762,0.992342
cache hit ratio,3387.066,0.992335
cache hit ratio,3402.330,0.992314
cache hit ratio,3413.876,0.992286
cache hit ratio,3419.130,0.992287
cache hit ratio,3431.099,0.992256
cache hit ratio,3441.550,0.992287
cache hit ratio,3449.457,0.992287
cache hit ratio,3452.653,0.992328
cache hit ratio,3464.338,0.992335
cache hit ratio,3474.435,0.992335
cache hit ratio,3480.872,0.992342
cache hit ratio,3495.928,0.992342
cache hit ratio,3507.096,0.992342
cache hit ratio,3514.962,0.992311
cache hit ratio,3518.361,0.992295
cache hit ratio,3532.782,0.992308
cache hit ratio,3542.191,0.992318
cache hit ratio,3550.240,0.992315
cache hit ratio,3555.331,0.992330
cache hit ratio,3562.295,0.992342
cache hit ratio,3572.653,0.992342
cache hit ratio,3587.926,0.992375
cache hit ratio,3606.037,0.992381
cache hit ratio,3614.424,0.992397
cache hit ratio,3618.629,0.992365
cache hit ratio,3627.012,0.992358
cache hit ratio,3630.973,0.992375
cache hit ratio,3637.037,0.992382
cache hit ratio,3651.410,0.992375
cache hit ratio,3656.413,0.992348
cache hit ratio,3669.478,0.992342
cache hit ratio,3680.018,0.992335
cache hit ratio,3690.294,0.992328
cache hit ratio,3696.215,0.992302
cache hit ratio,3704.930,0.992282
cache hit ratio,3713.773,0.992268
cache hit ratio,3722.961,0.992295
cache hit ratio,3727.060,0.992330
cache hit ratio,3735.160,0.992324
cache hit ratio,3748.670,0.992324
cache hit ratio,3761.009,0.992342
cache hit ratio,3768.180,0.992342
cache hit ratio,3775.638,0.992342
cache hit ratio,3784.035,0.992349
cache hit ratio,3787.505,0.992295
cache hit ratio,3794.669,0.992307
cache hit ratio,3807.148,0.992313
cache hit ratio,3818.388,0.992318
cache hit ratio,3822.812,0.992330
cache hit ratio,3829.589,0.992342
cache hit ratio,3842.753,0.992342
cache hit ratio,3851.493,0.992375
cache hit ratio,3861.656,0.992375
cache hit ratio,3869.832,0.992382
cache hit ratio,3873.445,0.992365
cache hit ratio,3880.330,0.992365
cache hit ratio,3883.936,0.992371
cache hit ratio,3893.791,0.992377
cache hit ratio,3915.183,0.992375
cache hit ratio,3920.293,0.992348
cache hit ratio,3933.414,0.992335
cache hit ratio,3941.617,0.992342
cache hit ratio,3949.043,0.992303
cache hit ratio,3954.508,0.992287
cache hit ratio,3962.610,0.992282
cache hit ratio,3971.925,0.992289
cache hit ratio,3981.040,0.992295
cache hit ratio,3984.929,0.992330
cache hit ratio,3994.578,0.992324
cache hit ratio,4002.972,0.992324
cache hit ratio,4008.555,0.992326
cache hit ratio,4014.046,0.992326
cache hit ratio,4023.000,0.992342
cache hit ratio,4033.425,0.992348
cache hit ratio,4037.397,0.992331
cache hit ratio,4049.104,0.992307
cache hit ratio,4056.200,0.992313
cache hit ratio,4063.880,0.992318
cache hit ratio,4067.357,0.992331
cache hit ratio,4074.013,0.992331
cache hit ratio,4081.901,0.992342
cache hit ratio,4088.970,0.992358
cache hit ratio,4100.495,0.992377
cache hit ratio,4107.490,0.992378
cache hit ratio,4112.093,0.992363
cache hit ratio,4119.893,0.992358
cache hit ratio,4124.283,0.992378
cache hit ratio,4132.182,0.992373
cache hit ratio,4143.050,0.992389
cache hit ratio,4147.540,0.992363
cache hit ratio,4157.893,0.992347
cache hit ratio,4167.245,0.992331
cache hit ratio,4175.011,0.992324
cache hit ratio,4181.131,0.992324
cache hit ratio,4187.555,0.992295
cache hit ratio,4196.325,0.992289
cache hit ratio,4205.432,0.992277
cache hit ratio,4209.390,0.992330
cache hit ratio,4219.523,0.992324
cache hit ratio,4227.764,0.992324
cache hit ratio,4235.353,0.992336
cache hit ratio,4242.866,0.992330
cache hit ratio,4249.430,0.992342
cache hit ratio,4254.880,0.992347
cache hit ratio,4257.796,0.992331
cache hit ratio,4266.737,0.992337
cache hit ratio,4274.427,0.992311
cache hit ratio,4283.180,0.992311
cache hit ratio,4287.456,0.992323
cache hit ratio,4297.134,0.992331
cache hit ratio,4305.849,0.992342
cache hit ratio,4314.008,0.992358
cache hit ratio,4323.105,0.992377
cache hit ratio,4331.202,0.992377
cache hit ratio,4334.648,0.992365
cache hit ratio,4342.000,0.992358
cache hit ratio,4345.575,0.992378
cache hit ratio,4360.697,0.992377
cache hit ratio,4372.511,0.992389
cache hit ratio,4376.119,0.992348
cache hit ratio,4386.553,0.992342
cache hit ratio,4394.645,0.992324
cache hit ratio,4405.129,0.992328
cache hit ratio,4411.252,0.992302
cache hit ratio,4418.595,0.992295
cache hit ratio,4430.021,0.992289
cache hit ratio,4437.677,0.992295
cache hit ratio,4440.795,0.992330
cache hit ratio,4449.843,0.992324
cache hit ratio,4459.420,0.992324
cache hit ratio,4466.690,0.992336
cache hit ratio,4472.772,0.992330
cache hit ratio,4483.531,0.992342
cache hit ratio,4489.151,0.992347
cache hit ratio,4495.316,0.992331
cache hit ratio,4503.579,0.992307
cache hit ratio,4508.432,0.992311
cache hit ratio,4516.694,0.992311
cache hit ratio,4521.125,0.992331
cache hit ratio,4529.747,0.992331
cache hit ratio,4537.963,0.992342
cache hit ratio,4548.463,0.992358
cache hit ratio,4561.575,0.992377
cache hit ratio,4568.799,0.992382
cache hit ratio,4575.021,0.992365
cache hit ratio,4583.412,0.992355
cache hit ratio,4587.608,0.992371
cache hit ratio,4596.314,0.992377
cache hit ratio,4607.066,0.992389
cache hit ratio,4610.372,0.992348
cache hit ratio,4624.123,0.992342
cache hit ratio,4632.338,0.992324
cache hit ratio,4643.469,0.992328
cache hit ratio,4651.269,0.992302
cache hit ratio,4659.863,0.992282
cache hit ratio,4669.112,0.992268
cache hit ratio,4678.316,0.992295
cache hit ratio,4682.128,0.992330
cache hit ratio,4690.058,0.992324
cache hit ratio,4699.817,0.992324
cache hit ratio,4706.752,0.992336
cache hit ratio,4713.975,0.992330
cache hit ratio,4724.780,0.992342
cache hit ratio,4733.715,0.992348
cache hit ratio,4737.275,0.992331
cache hit ratio,4746.175,0.992307
cache hit ratio,4755.067,0.992313
cache hit ratio,4763.535,0.992318
cache hit ratio,4767.625,0.992330
cache hit ratio,4775.981,0.992342
cache hit ratio,4784.779,0.992342
cache hit ratio,4795.241,0.992354
cache hit ratio,4805.741,0.992377
cache hit ratio,4813.238,0.992377
cache hit ratio,4816.343,0.992365
cache hit ratio,4825.279,0.992365
cache hit ratio,4829.911,0.992371
cache hit ratio,4837.525,0.992377
cache hit ratio,4848.214,0.992389
cache hit ratio,4852.006,0.992363
cache hit ratio,4860.048,0.992347
cache hit ratio,4866.964,0.992331
cache hit ratio,4874.789,0.992316
cache hit ratio,4879.397,0.992321
cache hit ratio,4889.124,0.992316
cache hit ratio,4897.077,0.992300
cache hit ratio,4905.643,0.992295
cache hit ratio,4909.236,0.992311
cache hit ratio,4918.079,0.992326
cache hit ratio,4928.074,0.992324
cache hit ratio,4935.783,0.992336
cache hit ratio,4942.597,0.992330
cache hit ratio,4949.478,0.992342
cache hit ratio,4958.563,0.992348
cache hit ratio,4963.403,0.992331
cache hit ratio,4971.862,0.992307
cache hit ratio,4979.829,0.992313
cache hit ratio,4990.503,0.992318
cache hit ratio,4994.174,0.992331
cache hit ratio,5001.739,0.992331
cache hit ratio,5012.597,0.992342
cache hit ratio,5022.952,0.992354
cache hit ratio,5031.406,0.992377
cache hit ratio,5038.366,0.992377
cache hit ratio,5041.392,0.992365
cache hit ratio,5048.525,0.992358
cache hit ratio,5056.139,0.992371
cache hit ratio,5062.476,0.992377
cache hit ratio,5072.262,0.992384
cache hit ratio,5076.317,0.992363
cache hit ratio,5085.254,0.992347
cache hit ratio,5098.506,0.992324
cache hit ratio,5109.660,0.992328
cache hit ratio,5114.580,0.992324
cache hit ratio,5123.260,0.992282
cache hit ratio,5135.781,0.992268
cache hit ratio,5145.535,0.992287
cache hit ratio,5148.914,0.992328
cache hit ratio,5156.523,0.992324
cache hit ratio,5164.385,0.992324
cache hit ratio,5171.030,0.992336
cache hit ratio,5179.140,0.992330
cache hit ratio,5186.686,0.992342
cache hit ratio,5195.712,0.992347
cache hit ratio,5199.193,0.992331
cache hit ratio,5207.916,0.992337
cache hit ratio,5214.632,0.992311
cache hit ratio,5222.013,0.992311
cache hit ratio,5227.319,0.992331
cache hit ratio,5234.852,0.992331
cache hit ratio,5247.835,0.992342
cache hit ratio,5256.302,0.992354
cache hit ratio,5265.367,0.992377
cache hit ratio,5273.464,0.992377
cache hit ratio,5277.145,0.992365
cache hit ratio,5286.155,0.992365
cache hit ratio,5289.960,0.992371
cache hit ratio,5298.104,0.992377
cache hit ratio,5314.546,0.992389
cache hit ratio,5319.428,0.992348
cache hit ratio,5335.182,0.992335
cache hit ratio,5344.296,0.992335
cache hit ratio,5353.295,0.992303
cache hit ratio,5358.462,0.992287
cache hit ratio,5367.198,0.992282
cache hit ratio,5374.914,0.992268
cache hit ratio,5384.227,0.992295
cache hit ratio,5387.501,0.992330
cache hit ratio,5396.764,0.992324
cache hit ratio,5406.711,0.992324
cache hit ratio,5415.872,0.992336
cache hit ratio,5422.734,0.992330
cache hit ratio,5431.024,0.992342
cache hit ratio,5437.892,0.992348
cache hit ratio,5441.261,0.992331
cache hit ratio,5451.816,0.992307
cache hit ratio,5457.511,0.992313
cache hit ratio,5468.051,0.992318
cache hit ratio,5471.987,0.992331
cache hit ratio,5479.286,0.992331
cache hit ratio,5488.477,0.992342
cache hit ratio,5499.220,0.992354
cache hit ratio,5511.690,0.992377
cache hit ratio,5522.712,0.992382
cache hit ratio,5526.468,0.992365
cache hit ratio,5534.569,0.992355
cache hit ratio,5538.617,0.992371
cache hit ratio,5547.561,0.992377
cache hit ratio,5561.596,0.992375
cache hit ratio,5566.910,0.992348
cache hit ratio,5581.003,0.992342
cache hit ratio,5587.556,0.992335
cache hit ratio,5598.289,0.992328
cache hit ratio,5604.558,0.992302
cache hit ratio,5614.523,0.992282
cache hit ratio,5623.847,0.992268
cache hit ratio,5632.356,0.992295
cache hit ratio,5635.420,0.992330
cache hit ratio,5642.963,0.992324
cache hit ratio,5650.675,0.992324
cache hit ratio,5655.686,0.992326
cache hit ratio,5663.026,0.992326
cache hit ratio,5670.442,0.992331
cache hit ratio,5677.353,0.992347
cache hit ratio,5681.385,0.992332
cache hit ratio,5691.330,0.992337
cache hit ratio,5697.628,0.992311
cache hit ratio,5705.220,0.992311
cache hit ratio,5709.472,0.992323
cache hit ratio,5718.078,0.992331
cache hit ratio,5729.510,0.992342
cache hit ratio,5740.316,0.992354
cache hit ratio,5753.486,0.992375
cache hit ratio,5761.159,0.992382
cache hit ratio,5766.836,0.992375
cache hit ratio,5775.046,0.992355
cache hit ratio,5779.665,0.992375
cache hit ratio,5789.394,0.992377
cache hit ratio,5802.551,0.992375
cache hit ratio,5807.364,0.992348
cache hit ratio,5820.101,0.992342
cache hit ratio,5827.727,0.992335
cache hit ratio,5836.083,0.992328
cache hit ratio,5840.840,0.992302
cache hit ratio,5853.531,0.992282
cache hit ratio,5860.574,0.992289
cache hit ratio,5870.400,0.992295
cache hit ratio,5873.090,0.992330
cache hit ratio,5879.997,0.992326
cache hit ratio,5888.513,0.992324
cache hit ratio,5896.231,0.992336
cache hit ratio,5904.813,0.992330
cache hit ratio,5912.209,0.992331
cache hit ratio,5922.640,0.992348
cache hit ratio,5926.248,0.992331
cache hit ratio,5934.823,0.992307
cache hit ratio,5941.005,0.992313
cache hit ratio,5949.318,0.992318
cache hit ratio,5953.352,0.992331
cache hit ratio,5962.587,0.992331
cache hit ratio,5972.556,0.992342
cache hit ratio,5982.447,0.992358
cache hit ratio,5992.009,0.992377
cache hit ratio,6001.293,0.992382
cache hit ratio,6005.951,0.992365
cache hit ratio,6016.957,0.992355
cache hit ratio,6020.898,0.992371
cache hit ratio,6028.520,0.992377
cache hit ratio,6041.139,0.992389
cache hit ratio,6046.384,0.992348
cache hit ratio,6055.650,0.992342
cache hit ratio,6065.726,0.992324
cache hit ratio,6076.764,0.992324
cache hit ratio,6084.074,0.992302
cache hit ratio,6092.228,0.992282
cache hit ratio,6100.841,0.992289
cache hit ratio,6109.768,0.992295
cache hit ratio,6113.004,0.992330
cache hit ratio,6122.642,0.992324
cache hit ratio,6132.572,0.992324
cache hit ratio,6139.927,0.992336
cache hit ratio,6147.580,0.992330
cache hit ratio,6157.629,0.992342
cache hit ratio,6164.612,0.992348
cache hit ratio,6168.534,0.992331
cache hit ratio,6179.377,0.992307
cache hit ratio,6186.013,0.992313
cache hit ratio,6194.439,0.992318
cache hit ratio,6198.121,0.992331
cache hit ratio,6205.481,0.992331
cache hit ratio,6218.302,0.992342
cache hit ratio,6226.268,0.992354
cache hit ratio,6241.554,0.992375
cache hit ratio,6248.811,0.992382
cache hit ratio,6252.382,0.992365
cache hit ratio,6260.265,0.992355
cache hit ratio,6264.512,0.992371
cache hit ratio,6271.836,0.992377
cache hit ratio,6281.646,0.992389
cache hit ratio,6285.943,0.992363
cache hit ratio,6294.446,0.992347
cache hit ratio,6303.578,0.992331
cache hit ratio,6311.877,0.992316
cache hit ratio,6317.579,0.992321
cache hit ratio,6325.001,0.992295
cache hit ratio,6334.289,0.992289
cache hit ratio,6342.561,0.992277
cache hit ratio,6346.692,0.992330
cache hit ratio,6355.322,0.992324
